emp_length,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,target,loan_to_income,credit_history_years,annual_income_missing
4.0,MORTGAGE,290000.0,Source Verified,19.34,,,,0,50.0,1988,0,34,18,842294,149208,0,0,50.0,0,0,5,5,14.0,18,0.0,0,9,99800,20,11,11,3,94.1,0,0,debt_consolidation,individual,29175,60,16.02,709.79,C,C5,Jan-2018,Fully Paid,whole,Cash,0,0.10060344827586207,30,0
0.0,MORTGAGE,40296.0,Not Verified,28.23,,,,0,27.0,1997,2,62,14,237498,123342,0,0,28.0,0,0,7,6,2.0,14,0.0,0,3,23400,45,6,5,2,96.7,0,0,other,individual,15000,36,11.99,498.15,B,B5,Feb-2018,Fully Paid,whole,Cash,0,0.37224538415723646,21,0
9.0,MORTGAGE,19000.0,Source Verified,209.1,108820.0,Source Verified,36.5,0,999.0,1997,0,42,14,363425,330087,0,0,,0,0,4,5,16.0,14,0.0,0,5,50700,23,10,6,3,100.0,0,0,credit_card,joint,24000,60,12.62,541.42,C,C1,Mar-2018,Fully Paid,whole,Cash,0,1.263157894736842,21,0
1.0,RENT,93500.0,Source Verified,15.92,,,,0,999.0,2008,0,15,12,109049,104331,0,0,,0,0,6,2,,12,0.0,0,4,12600,6,6,5,0,100.0,0,0,debt_consolidation,individual,16800,60,11.99,373.63,B,B5,Jan-2018,Fully Paid,whole,Cash,0,0.17967914438502675,10,0
10.0,MORTGAGE,420000.0,Source Verified,16.94,,,,0,999.0,1994,1,70,51,515651,198508,0,0,,0,0,3,9,1.0,51,0.0,0,23,65600,55,46,43,3,100.0,0,0,debt_consolidation,individual,30000,60,20.0,794.82,D,D4,Feb-2018,Fully Paid,whole,Cash,0,0.07142857142857142,24,0
0.0,OWN,70000.0,Source Verified,20.91,,,,0,999.0,2006,1,23,13,68630,28096,0,0,,0,0,2,9,9.0,13,0.0,0,5,10400,16,10,7,0,100.0,0,0,credit_card,individual,5000,36,10.91,163.49,B,B4,Jan-2018,Fully Paid,whole,Cash,0,0.07142857142857142,12,0
2.0,MORTGAGE,130000.0,Source Verified,8.83,,,,0,25.0,2003,2,10,6,94056,93889,0,0,,0,0,3,3,11.0,6,0.0,0,1,10000,5,3,2,1,100.0,0,0,medical,individual,18000,36,7.97,563.81,A,A5,Jan-2018,Fully Paid,whole,Cash,0,0.13846153846153847,15,0
9.0,RENT,57000.0,Not Verified,27.03,,,,0,65.0,1997,3,14,9,91511,69274,0,0,,0,0,3,8,9.0,9,0.0,0,3,8500,10,6,3,0,92.9,0,0,home_improvement,individual,5000,36,9.44,160.03,B,B1,Feb-2018,Fully Paid,whole,Cash,0,0.08771929824561403,21,0
,OWN,56000.0,Verified,12.47,,,,0,999.0,1993,1,27,10,135888,19223,0,0,,0,0,1,3,8.0,10,0.0,0,2,16500,20,8,4,2,100.0,0,0,other,individual,8000,36,6.08,243.67,A,A2,Jan-2018,Fully Paid,whole,Cash,0,0.14285714285714285,25,0
10.0,OWN,58000.0,Source Verified,8.96,,,,0,999.0,1996,0,30,13,326700,14378,0,1,,0,0,1,4,15.0,13,0.0,0,0,6000,22,11,1,4,100.0,0,1,home_improvement,individual,28000,60,12.61,631.51,C,C1,Mar-2018,Fully Paid,whole,Cash,0,0.4827586206896552,22,0
,RENT,78816.0,Verified,17.57,,,,0,999.0,2000,6,52,24,118155,45550,0,0,,0,0,3,11,4.0,24,0.0,0,9,62900,37,21,13,0,100.0,0,0,other,individual,13000,36,7.97,407.2,A,A5,Jan-2018,Fully Paid,whole,Cash,0,0.16494112870483152,18,0
6.0,MORTGAGE,75000.0,Not Verified,25.18,,,,0,78.0,1980,1,20,10,89364,68418,0,1,78.0,0,0,2,4,12.0,10,0.0,0,5,17900,14,8,6,0,95.0,0,1,debt_consolidation,individual,21000,60,10.42,450.55,B,B3,Jan-2018,Fully Paid,whole,Cash,0,0.28,38,0
,RENT,20712.0,Not Verified,31.72,,,,0,37.0,1999,0,27,8,59300,11937,0,0,51.0,0,0,1,5,13.0,8,0.0,0,2,48500,25,7,2,1,71.4,0,0,debt_consolidation,individual,10400,36,9.43,332.81,B,B1,Mar-2018,Fully Paid,whole,Cash,0,0.5021243723445346,19,0
4.0,RENT,30000.0,Not Verified,25.92,,,,0,29.0,2011,3,24,16,66370,19366,0,0,,0,0,1,5,2.0,16,,0,10,48450,23,15,7,0,92.0,0,0,major_purchase,individual,10000,36,10.41,324.61,B,B3,Mar-2018,Fully Paid,whole,Cash,0,0.3333333333333333,7,0
10.0,MORTGAGE,110000.0,Not Verified,28.21,,,,0,999.0,2001,1,31,15,379365,85359,0,0,,0,0,3,5,9.0,15,0.0,0,6,73900,15,11,11,4,100.0,0,0,debt_consolidation,individual,27650,60,10.42,593.22,B,B3,Jan-2018,Fully Paid,whole,Cash,0,0.25136363636363634,17,0
10.0,MORTGAGE,133000.0,Source Verified,11.76,,,,0,999.0,1998,5,31,7,236327,76088,0,0,,0,0,3,10,9.0,7,0.0,0,2,26900,13,3,2,2,100.0,0,0,debt_consolidation,individual,16000,36,9.92,515.68,B,B2,Mar-2018,Fully Paid,whole,Cash,0,0.12030075187969924,20,0
4.0,MORTGAGE,92000.0,Source Verified,19.28,,,,0,40.0,2007,0,16,8,112121,68631,0,0,,0,0,2,5,20.0,8,0.0,0,1,18700,10,6,1,0,93.8,0,0,medical,individual,40000,60,9.93,848.51,B,B2,Feb-2018,Fully Paid,whole,Cash,0,0.43478260869565216,11,0
3.0,RENT,72000.0,Not Verified,18.69,,,,0,999.0,2014,2,9,7,56575,42251,0,0,,0,0,2,4,0.0,7,0.0,0,3,20800,6,5,4,0,100.0,0,0,credit_card,individual,14000,36,13.58,475.64,C,C2,Mar-2018,Fully Paid,fractional,Cash,0,0.19444444444444445,4,0
7.0,RENT,85000.0,Verified,6.14,115000.0,Not Verified,8.98,0,999.0,2007,1,12,8,59888,28491,0,0,,0,0,1,3,7.0,8,0.0,0,1,30200,10,7,1,0,100.0,0,0,other,joint,7000,36,6.08,213.21,A,A2,Feb-2018,Fully Paid,whole,Cash,0,0.08235294117647059,11,0
7.0,MORTGAGE,95000.0,Verified,12.58,,,,1,7.0,2005,7,55,12,334254,98793,0,0,61.0,0,0,2,14,1.0,12,0.0,0,1,7800,14,9,2,8,94.5,0,0,debt_consolidation,individual,16000,60,16.02,389.26,C,C5,Feb-2018,Fully Paid,whole,Cash,0,0.16842105263157894,13,0
10.0,MORTGAGE,53500.0,Not Verified,17.99,,,,1,9.0,1993,4,38,27,175000,23462,0,0,,0,0,1,15,4.0,27,0.0,0,11,45800,30,25,18,3,94.7,0,0,debt_consolidation,individual,12000,36,12.62,402.14,C,C1,Feb-2018,Fully Paid,fractional,Cash,0,0.22429906542056074,25,0
10.0,MORTGAGE,55000.0,Source Verified,9.56,,,,0,999.0,2005,2,28,11,314147,15973,0,0,,0,0,1,5,5.0,11,0.0,0,2,72100,18,9,2,3,100.0,0,0,home_improvement,individual,11000,36,9.92,354.53,B,B2,Mar-2018,Fully Paid,fractional,Cash,0,0.2,13,0
1.0,MORTGAGE,60000.0,Not Verified,21.8,,,,0,28.0,2004,2,25,12,50515,23410,0,0,59.0,0,4463,6,2,12.0,12,0.0,0,4,6400,13,6,5,1,52.0,0,0,credit_card,individual,10000,60,23.88,286.99,E,E2,Feb-2018,Fully Paid,whole,Cash,0,0.16666666666666666,14,0
10.0,MORTGAGE,65000.0,Source Verified,5.21,,,,0,999.0,2010,0,7,4,239800,44708,0,0,,0,0,2,3,,4,0.0,0,1,20000,2,1,1,1,100.0,0,0,medical,individual,30000,36,6.08,913.75,A,A2,Jan-2018,Fully Paid,fractional,Cash,0,0.46153846153846156,8,0
8.0,OWN,106000.0,Not Verified,21.06,,,,0,999.0,2005,2,32,15,303400,65739,0,0,,0,0,4,4,2.0,15,0.0,0,5,90300,20,10,6,2,100.0,0,0,credit_card,individual,12000,60,7.35,239.61,A,A4,Jan-2018,Fully Paid,whole,Cash,0,0.11320754716981132,13,0
2.0,MORTGAGE,45000.0,Not Verified,34.99,395000.0,Not Verified,5.89,0,999.0,2007,3,11,6,205636,46364,0,0,,0,0,2,4,1.0,6,0.0,0,2,5000,4,3,3,2,100.0,0,0,home_improvement,joint,14000,60,12.62,315.83,C,C1,Feb-2018,Fully Paid,whole,Cash,0,0.3111111111111111,11,0
10.0,OWN,39520.0,Source Verified,28.88,89800.0,Not Verified,20.81,0,999.0,1998,1,23,7,208138,42136,0,0,,0,0,2,2,8.0,7,0.0,0,2,52000,9,4,2,2,100.0,0,0,credit_card,joint,25500,60,10.42,547.09,B,B3,Jan-2018,Fully Paid,whole,Cash,0,0.645242914979757,20,0
0.0,MORTGAGE,107000.0,Not Verified,12.15,,,,0,999.0,2005,2,40,16,563746,36263,0,0,,0,0,3,6,6.0,16,0.0,0,7,82900,28,12,10,7,100.0,0,0,credit_card,individual,12600,36,6.72,387.45,A,A3,Feb-2018,Fully Paid,whole,Cash,0,0.11775700934579439,13,0
4.0,RENT,54000.0,Not Verified,4.71,119000.0,Not Verified,2.56,0,999.0,2012,0,9,7,25200,8165,0,0,,0,0,0,5,13.0,7,0.0,0,1,17900,9,7,3,0,100.0,0,0,major_purchase,joint,20000,60,10.9,433.86,B,B4,Mar-2018,Fully Paid,fractional,Cash,0,0.37037037037037035,6,0
5.0,RENT,50000.0,Not Verified,2.39,,,,0,999.0,2000,0,12,7,68700,4645,0,0,,0,0,0,2,,7,0.0,0,2,68000,8,7,2,0,100.0,0,0,debt_consolidation,individual,8000,36,7.96,250.55,A,A5,Mar-2018,Fully Paid,whole,Cash,0,0.16,18,0
